Season,Year,Sport,Gender,Event,Medal,Country
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Group Competition,Silver,Bulgaria
Summer,1996,Gymnastics,Women,Individual All-Round,Bronze,Ukraine
Summer,1996,Gymnastics,Women,Individual All-Round,Gold,Ukraine
Summer,1996,Gymnastics,Women,Individual All-Round,Silver,Russia
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Bronze,Spain
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Gold,Croatia
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Men,Handball,Silver,Sweden
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Bronze,Hungary
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Gold,Denmark
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Handball,Women,Handball,Silver,South Korea
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Bronze,Australia
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Gold,Netherlands
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Men,Hockey,Silver,Spain
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Bronze,Netherlands
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Gold,Australia
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Hockey,Women,Hockey,Silver,South Korea
Summer,1996,Judo,Women,- 48KG (Extra-Lightweight),Bronze,Cuba
Summer,1996,Judo,Women,- 48KG (Extra-Lightweight),Bronze,Spain
Summer,1996,Judo,Women,- 48KG (Extra-Lightweight),Gold,North Korea
Summer,1996,Judo,Women,- 48KG (Extra-Lightweight),Silver,Japan
Summer,1996,Judo,Men,- 60 KG,Bronze,Mongolia
Summer,1996,Judo,Men,- 60 KG,Bronze,Germany
Summer,1996,Judo,Men,- 60 KG,Gold,Japan
Summer,1996,Judo,Men,- 60 KG,Silver,Italy
Summer,1996,Judo,Men,+ 100KG (Heavyweight),Bronze,Germany
Summer,1996,Judo,Men,+ 100KG (Heavyweight),Bronze,Belgium
Summer,1996,Judo,Men,+ 100KG (Heavyweight),Gold,France
Summer,1996,Judo,Men,+ 100KG (Heavyweight),Silver,Spain
Summer,1996,Judo,Women,+ 72KG (Heavyweight),Bronze,France
Summer,1996,Judo,Women,+ 72KG (Heavyweight),Bronze,Germany
Summer,1996,Judo,Women,+ 72KG (Heavyweight),Gold,China
Summer,1996,Judo,Women,+ 72KG (Heavyweight),Silver,Cuba
Summer,1996,Judo,Women,48 - 52KG (Half-Lightweight),Bronze,Japan
Summer,1996,Judo,Women,48 - 52KG (Half-Lightweight),Bronze,Cuba
Summer,1996,Judo,Women,48 - 52KG (Half-Lightweight),Gold,France
Summer,1996,Judo,Women,48 - 52KG (Half-Lightweight),Silver,South Korea
Summer,1996,Judo,Women,52 - 56KG (Lightweight),Bronze,Spain
Summer,1996,Judo,Women,52 - 56KG (Lightweight),Bronze,Belgium
Summer,1996,Judo,Women,52 - 56KG (Lightweight),Gold,Cuba
Summer,1996,Judo,Women,52 - 56KG (Lightweight),Silver,South Korea
Summer,1996,Judo,Women,56 - 61KG (Half-Middleweight),Bronze,Netherlands
Summer,1996,Judo,Women,56 - 61KG (Half-Middleweight),Bronze,South Korea
Summer,1996,Judo,Women,56 - 61KG (Half-Middleweight),Gold,Japan
Summer,1996,Judo,Women,56 - 61KG (Half-Middleweight),Silver,Belgium
Summer,1996,Judo,Men,60 - 66KG (Half-Lightweight),Bronze,Brazil
Summer,1996,Judo,Men,60 - 66KG (Half-Lightweight),Bronze,Cuba
Summer,1996,Judo,Men,60 - 66KG (Half-Lightweight),Gold,Germany
Summer,1996,Judo,Men,60 - 66KG (Half-Lightweight),Silver,Japan
Summer,1996,Judo,Women,61 - 66KG (Middleweight),Bronze,China
Summer,1996,Judo,Women,61 - 66KG (Middleweight),Bronze,Netherlands
Summer,1996,Judo,Women,61 - 66KG (Middleweight),Gold,South Korea
Summer,1996,Judo,Women,61 - 66KG (Middleweight),Silver,Poland
Summer,1996,Judo,Women,66 - 72KG (Half-Heavyweight),Bronze,Cuba
Summer,1996,Judo,Women,66 - 72KG (Half-Heavyweight),Bronze,Italy
Summer,1996,Judo,Women,66 - 72KG (Half-Heavyweight),Gold,Belgium
Summer,1996,Judo,Women,66 - 72KG (Half-Heavyweight),Silver,Japan
Summer,1996,Judo,Men,66 - 73KG (Lightweight),Bronze,France
Summer,1996,Judo,Men,66 - 73KG (Lightweight),Bronze,USA
Summer,1996,Judo,Men,66 - 73KG (Lightweight),Gold,Japan
Summer,1996,Judo,Men,66 - 73KG (Lightweight),Silver,South Korea
Summer,1996,Judo,Men,73 - 81KG (Half-Middleweight),Bronze,South Korea
Summer,1996,Judo,Men,73 - 81KG (Half-Middleweight),Bronze,Georgia
Summer,1996,Judo,Men,73 - 81KG (Half-Middleweight),Gold,France
Summer,1996,Judo,Men,73 - 81KG (Half-Middleweight),Silver,Japan
Summer,1996,Judo,Men,81 - 90KG (Middleweight),Bronze,Netherlands
Summer,1996,Judo,Men,81 - 90KG (Middleweight),Bronze,Germany
Summer,1996,Judo,Men,81 - 90KG (Middleweight),Gold,South Korea
Summer,1996,Judo,Men,81 - 90KG (Middleweight),Silver,Uzbekistan
Summer,1996,Judo,Men,90 - 100KG (Half-Heavyweight),Bronze,Brazil
Summer,1996,Judo,Men,90 - 100KG (Half-Heavyweight),Bronze,France
Summer,1996,Judo,Men,90 - 100KG (Half-Heavyweight),Gold,Poland
Summer,1996,Judo,Men,90 - 100KG (Half-Heavyweight),Silver,South Korea
Summer,1996,Modern Pentathlon,Men,Individual Competition,Bronze,Hungary
Summer,1996,Modern Pentathlon,Men,Individual Competition,Gold,Kazakhstan
Summer,1996,Modern Pentathlon,Men,Individual Competition,Silver,Russia
Summer,1996,Rowing,Men,Coxless Pair (2-),Bronze,France
Summer,1996,Rowing,Men,Coxless Pair (2-),Bronze,France
Summer,1996,Rowing,Men,Coxless Pair (2-),Gold,UK
Summer,1996,Rowing,Men,Coxless Pair (2-),Gold,UK
Summer,1996,Rowing,Men,Coxless Pair (2-),Silver,Australia
Summer,1996,Rowing,Men,Coxless Pair (2-),Silver,Australia
Summer,1996,Rowing,Men,Double Sculls (2X),Bronze,France
Summer,1996,Rowing,Men,Double Sculls (2X),Bronze,France
Summer,1996,Rowing,Men,Double Sculls (2X),Gold,Italy
Summer,1996,Rowing,Men,Double Sculls (2X),Gold,Italy
Summer,1996,Rowing,Men,Double Sculls (2X),Silver,Norway
Summer,1996,Rowing,Men,Double Sculls (2X),Silver,Norway
Summer,1996,Rowing,Women,Double Sculls (2X),Bronze,Netherlands
Summer,1996,Rowing,Women,Double Sculls (2X),Bronze,Netherlands
Summer,1996,Rowing,Women,Double Sculls (2X),Gold,Canada
Summer,1996,Rowing,Women,Double Sculls (2X),Gold,Canada
Summer,1996,Rowing,Women,Double Sculls (2X),Silver,China
Summer,1996,Rowing,Women,Double Sculls (2X),Silver,China
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Bronze,Russia
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Gold,Netherlands
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Men,Eight With Coxswain (8+),Silver,Germany
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Bronze,Belarus
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Gold,Romania
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Women,Eight With Coxswain (8+),Silver,Canada
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Bronze,UK
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Bronze,UK
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Bronze,UK
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Bronze,UK
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Gold,Australia
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Gold,Australia
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Gold,Australia
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Gold,Australia
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Silver,France
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Silver,France
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Silver,France
Summer,1996,Rowing,Men,Four Without Coxswain (4-),Silver,France
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Bronze,USA
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Bronze,USA
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Bronze,USA
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Bronze,USA
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Gold,Denmark
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Gold,Denmark
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Gold,Denmark
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Gold,Denmark
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Silver,Canada
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Silver,Canada
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Silver,Canada
Summer,1996,Rowing,Men,Lightweight Coxless Four (4-),Silver,Canada
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Bronze,Australia
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Bronze,Australia
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Gold,Switzerland
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Gold,Switzerland
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Silver,Netherlands
Summer,1996,Rowing,Men,Lightweight Double Sculls (2X),Silver,Netherlands
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Bronze,Australia
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Bronze,Australia
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Gold,Romania
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Gold,Romania
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Silver,USA
Summer,1996,Rowing,Women,Lightweight Double Sculls (2X),Silver,USA
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Bronze,France
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Bronze,France
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Gold,Australia
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Gold,Australia
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Silver,USA
Summer,1996,Rowing,Women,Pair Without Coxswain (2-),Silver,USA
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Bronze,Australia
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Bronze,Australia
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Bronze,Australia
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Bronze,Australia
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Silver,USA
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Silver,USA
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Silver,USA
Summer,1996,Rowing,Men,Quadruple Sculls Without Coxswain (4X),Silver,USA
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Bronze,Canada
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Bronze,Canada
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Bronze,Canada
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Bronze,Canada
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Gold,Germany
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Silver,Ukraine
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Silver,Ukraine
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Silver,Ukraine
Summer,1996,Rowing,Women,Quadruple Sculls Without Coxswain (4X),Silver,Ukraine
Summer,1996,Rowing,Men,Single Sculls (1X),Bronze,Germany
Summer,1996,Rowing,Men,Single Sculls (1X),Gold,Switzerland
Summer,1996,Rowing,Men,Single Sculls (1X),Silver,Canada
Summer,1996,Rowing,Women,Single Sculls (1X),Bronze,Denmark
Summer,1996,Rowing,Women,Single Sculls (1X),Gold,Belarus
Summer,1996,Rowing,Women,Single Sculls (1X),Silver,Canada
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Bronze,Portugal
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Bronze,Portugal
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Gold,Ukraine
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Gold,Ukraine
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Silver,UK
Summer,1996,Sailing,Men,470 - Two Person Dinghy,Silver,UK
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Bronze,Ukraine
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Bronze,Ukraine
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Gold,Spain
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Gold,Spain
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Silver,Japan
Summer,1996,Sailing,Women,470 - Two Person Dinghy,Silver,Japan
Summer,1996,Sailing,Men,Board (Mistral),Bronze,Israel
Summer,1996,Sailing,Men,Board (Mistral),Gold,Greece
Summer,1996,Sailing,Men,Board (Mistral),Silver,Argentina
Summer,1996,Sailing,Women,Board (Mistral),Bronze,Italy
Summer,1996,Sailing,Women,Board (Mistral),Gold,China
